date,pincode,district,state,center_type,footfall
2026-01-25,302001,Jaipur,Rajasthan,Urban,75
2026-01-26,302001,Jaipur,Rajasthan,Urban,39
2026-01-27,302001,Jaipur,Rajasthan,Urban,189
2026-01-28,302001,Jaipur,Rajasthan,Urban,201
2026-01-29,302001,Jaipur,Rajasthan,Urban,185
2026-01-30,302001,Jaipur,Rajasthan,Urban,165
2026-01-31,302001,Jaipur,Rajasthan,Urban,99
2025-01-01,160001,Chandigarh,Chandigarh,Urban,217
2025-01-02,160001,Chandigarh,Chandigarh,Urban,159
2025-01-03,160001,Chandigarh,Chandigarh,Urban,147
2025-01-04,160001,Chandigarh,Chandigarh,Urban,54
2025-01-05,160001,Chandigarh,Chandigarh,Urban,81
2025-01-06,160001,Chandigarh,Chandigarh,Urban,174
2025-01-07,160001,Chandigarh,Chandigarh,Urban,228
2025-01-08,160001,Chandigarh,Chandigarh,Urban,137
2025-01-09,160001,Chandigarh,Chandigarh,Urban,184
2025-01-10,160001,Chandigarh,Chandigarh,Urban,177
2025-01-11,160001,Chandigarh,Chandigarh,Urban,71
2025-01-12,160001,Chandigarh,Chandigarh,Urban,60
2025-01-13,160001,Chandigarh,Chandigarh,Urban,169
2025-01-14,160001,Chandigarh,Chandigarh,Urban,186
2025-01-15,160001,Chandigarh,Chandigarh,Urban,106
2025-01-16,160001,Chandigarh,Chandigarh,Urban,152
2025-01-17,160001,Chandigarh,Chandigarh,Urban,129
2025-01-18,160001,Chandigarh,Chandigarh,Urban,72
2025-01-19,160001,Chandigarh,Chandigarh,Urban,64
2025-01-20,160001,Chandigarh,Chandigarh,Urban,180
2025-01-21,160001,Chandigarh,Chandigarh,Urban,184
2025-01-22,160001,Chandigarh,Chandigarh,Urban,162
2025-01-23,160001,Chandigarh,Chandigarh,Urban,98
2025-01-24,160001,Chandigarh,Chandigarh,Urban,134
2025-01-25,160001,Chandigarh,Chandigarh,Urban,94
2025-01-26,160001,Chandigarh,Chandigarh,Urban,34
2025-01-27,160001,Chandigarh,Chandigarh,Urban,181
2025-01-28,160001,Chandigarh,Chandigarh,Urban,130
2025-01-29,160001,Chandigarh,Chandigarh,Urban,131
2025-01-30,160001,Chandigarh,Chandigarh,Urban,168
2025-01-31,160001,Chandigarh,Chandigarh,Urban,144
2025-02-01,160001,Chandigarh,Chandigarh,Urban,89
2025-02-02,160001,Chandigarh,Chandigarh,Urban,88
2025-02-03,160001,Chandigarh,Chandigarh,Urban,158
2025-02-04,160001,Chandigarh,Chandigarh,Urban,118
2025-02-05,160001,Chandigarh,Chandigarh,Urban,153
2025-02-06,160001,Chandigarh,Chandigarh,Urban,119
2025-02-07,160001,Chandigarh,Chandigarh,Urban,113
2025-02-08,160001,Chandigarh,Chandigarh,Urban,92
2025-02-09,160001,Chandigarh,Chandigarh,Urban,52
2025-02-10,160001,Chandigarh,Chandigarh,Urban,168
2025-02-11,160001,Chandigarh,Chandigarh,Urban,161
2025-02-12,160001,Chandigarh,Chandigarh,Urban,105
2025-02-13,160001,Chandigarh,Chandigarh,Urban,147
2025-02-14,160001,Chandigarh,Chandigarh,Urban,163
2025-02-15,160001,Chandigarh,Chandigarh,Urban,85
2025-02-16,160001,Chandigarh,Chandigarh,Urban,54
2025-02-17,160001,Chandigarh,Chandigarh,Urban,168
2025-02-18,160001,Chandigarh,Chandigarh,Urban,112
2025-02-19,160001,Chandigarh,Chandigarh,Urban,139
2025-02-20,160001,Chandigarh,Chandigarh,Urban,167
2025-02-21,160001,Chandigarh,Chandigarh,Urban,78
2025-02-22,160001,Chandigarh,Chandigarh,Urban,72
2025-02-23,160001,Chandigarh,Chandigarh,Urban,69
2025-02-24,160001,Chandigarh,Chandigarh,Urban,118
2025-02-25,160001,Chandigarh,Chandigarh,Urban,134
2025-02-26,160001,Chandigarh,Chandigarh,Urban,140
2025-02-27,160001,Chandigarh,Chandigarh,Urban,139
2025-02-28,160001,Chandigarh,Chandigarh,Urban,121
2025-03-01,160001,Chandigarh,Chandigarh,Urban,122
2025-03-02,160001,Chandigarh,Chandigarh,Urban,56
2025-03-03,160001,Chandigarh,Chandigarh,Urban,226
2025-03-04,160001,Chandigarh,Chandigarh,Urban,178
2025-03-05,160001,Chandigarh,Chandigarh,Urban,221
2025-03-06,160001,Chandigarh,Chandigarh,Urban,148
2025-03-07,160001,Chandigarh,Chandigarh,Urban,138
2025-03-08,160001,Chandigarh,Chandigarh,Urban,115
2025-03-09,160001,Chandigarh,Chandigarh,Urban,61
2025-03-10,160001,Chandigarh,Chandigarh,Urban,136
2025-03-11,160001,Chandigarh,Chandigarh,Urban,170
2025-03-12,160001,Chandigarh,Chandigarh,Urban,147
2025-03-13,160001,Chandigarh,Chandigarh,Urban,159
2025-03-14,160001,Chandigarh,Chandigarh,Urban,32
2025-03-15,160001,Chandigarh,Chandigarh,Urban,170
2025-03-16,160001,Chandigarh,Chandigarh,Urban,90
2025-03-17,160001,Chandigarh,Chandigarh,Urban,203
2025-03-18,160001,Chandigarh,Chandigarh,Urban,157
2025-03-19,160001,Chandigarh,Chandigarh,Urban,188
2025-03-20,160001,Chandigarh,Chandigarh,Urban,151
2025-03-21,160001,Chandigarh,Chandigarh,Urban,137
2025-03-22,160001,Chandigarh,Chandigarh,Urban,100
2025-03-23,160001,Chandigarh,Chandigarh,Urban,62
2025-03-24,160001,Chandigarh,Chandigarh,Urban,148
2025-03-25,160001,Chandigarh,Chandigarh,Urban,163
2025-03-26,160001,Chandigarh,Chandigarh,Urban,107
2025-03-27,160001,Chandigarh,Chandigarh,Urban,171
2025-03-28,160001,Chandigarh,Chandigarh,Urban,132
2025-03-29,160001,Chandigarh,Chandigarh,Urban,103
2025-03-30,160001,Chandigarh,Chandigarh,Urban,51
2025-03-31,160001,Chandigarh,Chandigarh,Urban,32
2025-04-01,160001,Chandigarh,Chandigarh,Urban,266
2025-04-02,160001,Chandigarh,Chandigarh,Urban,124
2025-04-03,160001,Chandigarh,Chandigarh,Urban,191
2025-04-04,160001,Chandigarh,Chandigarh,Urban,189
2025-04-05,160001,Chandigarh,Chandigarh,Urban,171
2025-04-06,160001,Chandigarh,Chandigarh,Urban,78
2025-04-07,160001,Chandigarh,Chandigarh,Urban,235
2025-04-08,160001,Chandigarh,Chandigarh,Urban,205
2025-04-09,160001,Chandigarh,Chandigarh,Urban,178
2025-04-10,160001,Chandigarh,Chandigarh,Urban,37
2025-04-11,160001,Chandigarh,Chandigarh,Urban,238
2025-04-12,160001,Chandigarh,Chandigarh,Urban,152
2025-04-13,160001,Chandigarh,Chandigarh,Urban,53
2025-04-14,160001,Chandigarh,Chandigarh,Urban,42
2025-04-15,160001,Chandigarh,Chandigarh,Urban,209
2025-04-16,160001,Chandigarh,Chandigarh,Urban,191
2025-04-17,160001,Chandigarh,Chandigarh,Urban,166
2025-04-18,160001,Chandigarh,Chandigarh,Urban,171
2025-04-19,160001,Chandigarh,Chandigarh,Urban,111
2025-04-20,160001,Chandigarh,Chandigarh,Urban,83
2025-04-21,160001,Chandigarh,Chandigarh,Urban,178
2025-04-22,160001,Chandigarh,Chandigarh,Urban,163
2025-04-23,160001,Chandigarh,Chandigarh,Urban,163
2025-04-24,160001,Chandigarh,Chandigarh,Urban,145
2025-04-25,160001,Chandigarh,Chandigarh,Urban,171
2025-04-26,160001,Chandigarh,Chandigarh,Urban,129
2025-04-27,160001,Chandigarh,Chandigarh,Urban,77
2025-04-28,160001,Chandigarh,Chandigarh,Urban,226
2025-04-29,160001,Chandigarh,Chandigarh,Urban,152
2025-04-30,160001,Chandigarh,Chandigarh,Urban,143
2025-05-01,160001,Chandigarh,Chandigarh,Urban,47
2025-05-02,160001,Chandigarh,Chandigarh,Urban,224
2025-05-03,160001,Chandigarh,Chandigarh,Urban,121
2025-05-04,160001,Chandigarh,Chandigarh,Urban,81
2025-05-05,160001,Chandigarh,Chandigarh,Urban,184
2025-05-06,160001,Chandigarh,Chandigarh,Urban,196
2025-05-07,160001,Chandigarh,Chandigarh,Urban,206
2025-05-08,160001,Chandigarh,Chandigarh,Urban,155
2025-05-09,160001,Chandigarh,Chandigarh,Urban,114
2025-05-10,160001,Chandigarh,Chandigarh,Urban,117
2025-05-11,160001,Chandigarh,Chandigarh,Urban,77
2025-05-12,160001,Chandigarh,Chandigarh,Urban,224
2025-05-13,160001,Chandigarh,Chandigarh,Urban,179
2025-05-14,160001,Chandigarh,Chandigarh,Urban,74
2025-05-15,160001,Chandigarh,Chandigarh,Urban,127
2025-05-16,160001,Chandigarh,Chandigarh,Urban,168
2025-05-17,160001,Chandigarh,Chandigarh,Urban,118
2025-05-18,160001,Chandigarh,Chandigarh,Urban,92
2025-05-19,160001,Chandigarh,Chandigarh,Urban,195
2025-05-20,160001,Chandigarh,Chandigarh,Urban,154
2025-05-21,160001,Chandigarh,Chandigarh,Urban,135
2025-05-22,160001,Chandigarh,Chandigarh,Urban,180
2025-05-23,160001,Chandigarh,Chandigarh,Urban,107
2025-05-24,160001,Chandigarh,Chandigarh,Urban,121
2025-05-25,160001,Chandigarh,Chandigarh,Urban,66
2025-05-26,160001,Chandigarh,Chandigarh,Urban,184
2025-05-27,160001,Chandigarh,Chandigarh,Urban,174
2025-05-28,160001,Chandigarh,Chandigarh,Urban,148
2025-05-29,160001,Chandigarh,Chandigarh,Urban,194
2025-05-30,160001,Chandigarh,Chandigarh,Urban,200
2025-05-31,160001,Chandigarh,Chandigarh,Urban,109
2025-06-01,160001,Chandigarh,Chandigarh,Urban,120
2025-06-02,160001,Chandigarh,Chandigarh,Urban,181
2025-06-03,160001,Chandigarh,Chandigarh,Urban,216
2025-06-04,160001,Chandigarh,Chandigarh,Urban,260
2025-06-05,160001,Chandigarh,Chandigarh,Urban,221
2025-06-06,160001,Chandigarh,Chandigarh,Urban,216
2025-06-07,160001,Chandigarh,Chandigarh,Urban,137
2025-06-08,160001,Chandigarh,Chandigarh,Urban,105
2025-06-09,160001,Chandigarh,Chandigarh,Urban,207
2025-06-10,160001,Chandigarh,Chandigarh,Urban,199
2025-06-11,160001,Chandigarh,Chandigarh,Urban,152
2025-06-12,160001,Chandigarh,Chandigarh,Urban,211
2025-06-13,160001,Chandigarh,Chandigarh,Urban,155
2025-06-14,160001,Chandigarh,Chandigarh,Urban,122
2025-06-15,160001,Chandigarh,Chandigarh,Urban,140
2025-06-16,160001,Chandigarh,Chandigarh,Urban,292
2025-06-17,160001,Chandigarh,Chandigarh,Urban,175
2025-06-18,160001,Chandigarh,Chandigarh,Urban,192
2025-06-19,160001,Chandigarh,Chandigarh,Urban,172
2025-06-20,160001,Chandigarh,Chandigarh,Urban,178
2025-06-21,160001,Chandigarh,Chandigarh,Urban,144
2025-06-22,160001,Chandigarh,Chandigarh,Urban,88
2025-06-23,160001,Chandigarh,Chandigarh,Urban,206
2025-06-24,160001,Chandigarh,Chandigarh,Urban,226
2025-06-25,160001,Chandigarh,Chandigarh,Urban,192
2025-06-26,160001,Chandigarh,Chandigarh,Urban,164
2025-06-27,160001,Chandigarh,Chandigarh,Urban,222
2025-06-28,160001,Chandigarh,Chandigarh,Urban,146
2025-06-29,160001,Chandigarh,Chandigarh,Urban,93
2025-06-30,160001,Chandigarh,Chandigarh,Urban,246
2025-07-01,160001,Chandigarh,Chandigarh,Urban,268
2025-07-02,160001,Chandigarh,Chandigarh,Urban,253
2025-07-03,160001,Chandigarh,Chandigarh,Urban,220
2025-07-04,160001,Chandigarh,Chandigarh,Urban,226
2025-07-05,160001,Chandigarh,Chandigarh,Urban,162
2025-07-06,160001,Chandigarh,Chandigarh,Urban,127
2025-07-07,160001,Chandigarh,Chandigarh,Urban,250
2025-07-08,160001,Chandigarh,Chandigarh,Urban,230
2025-07-09,160001,Chandigarh,Chandigarh,Urban,186
2025-07-10,160001,Chandigarh,Chandigarh,Urban,216
2025-07-11,160001,Chandigarh,Chandigarh,Urban,193
2025-07-12,160001,Chandigarh,Chandigarh,Urban,134
2025-07-13,160001,Chandigarh,Chandigarh,Urban,130
2025-07-14,160001,Chandigarh,Chandigarh,Urban,235
2025-07-15,160001,Chandigarh,Chandigarh,Urban,218
2025-07-16,160001,Chandigarh,Chandigarh,Urban,204
2025-07-17,160001,Chandigarh,Chandigarh,Urban,273
2025-07-18,160001,Chandigarh,Chandigarh,Urban,234
2025-07-19,160001,Chandigarh,Chandigarh,Urban,117
2025-07-20,160001,Chandigarh,Chandigarh,Urban,101
2025-07-21,160001,Chandigarh,Chandigarh,Urban,302
2025-07-22,160001,Chandigarh,Chandigarh,Urban,271
2025-07-23,160001,Chandigarh,Chandigarh,Urban,228
2025-07-24,160001,Chandigarh,Chandigarh,Urban,188
2025-07-25,160001,Chandigarh,Chandigarh,Urban,213
2025-07-26,160001,Chandigarh,Chandigarh,Urban,154
2025-07-27,160001,Chandigarh,Chandigarh,Urban,94
2025-07-28,160001,Chandigarh,Chandigarh,Urban,205
2025-07-29,160001,Chandigarh,Chandigarh,Urban,184
2025-07-30,160001,Chandigarh,Chandigarh,Urban,218
2025-07-31,160001,Chandigarh,Chandigarh,Urban,183
2025-08-01,160001,Chandigarh,Chandigarh,Urban,190
2025-08-02,160001,Chandigarh,Chandigarh,Urban,95
2025-08-03,160001,Chandigarh,Chandigarh,Urban,83
2025-08-04,160001,Chandigarh,Chandigarh,Urban,211
2025-08-05,160001,Chandigarh,Chandigarh,Urban,210
2025-08-06,160001,Chandigarh,Chandigarh,Urban,127
2025-08-07,160001,Chandigarh,Chandigarh,Urban,180
2025-08-08,160001,Chandigarh,Chandigarh,Urban,218
2025-08-09,160001,Chandigarh,Chandigarh,Urban,83
2025-08-10,160001,Chandigarh,Chandigarh,Urban,42
2025-08-11,160001,Chandigarh,Chandigarh,Urban,198
2025-08-12,160001,Chandigarh,Chandigarh,Urban,199
2025-08-13,160001,Chandigarh,Chandigarh,Urban,134
2025-08-14,160001,Chandigarh,Chandigarh,Urban,173
2025-08-15,160001,Chandigarh,Chandigarh,Urban,21
2025-08-16,160001,Chandigarh,Chandigarh,Urban,168
2025-08-17,160001,Chandigarh,Chandigarh,Urban,55
2025-08-18,160001,Chandigarh,Chandigarh,Urban,206
2025-08-19,160001,Chandigarh,Chandigarh,Urban,222
2025-08-20,160001,Chandigarh,Chandigarh,Urban,155
2025-08-21,160001,Chandigarh,Chandigarh,Urban,153
2025-08-22,160001,Chandigarh,Chandigarh,Urban,132
2025-08-23,160001,Chandigarh,Chandigarh,Urban,120
2025-08-24,160001,Chandigarh,Chandigarh,Urban,82
2025-08-25,160001,Chandigarh,Chandigarh,Urban,215
2025-08-26,160001,Chandigarh,Chandigarh,Urban,121
2025-08-27,160001,Chandigarh,Chandigarh,Urban,24
2025-08-28,160001,Chandigarh,Chandigarh,Urban,231
2025-08-29,160001,Chandigarh,Chandigarh,Urban,120
2025-08-30,160001,Chandigarh,Chandigarh,Urban,80
2025-08-31,160001,Chandigarh,Chandigarh,Urban,56
2025-09-01,160001,Chandigarh,Chandigarh,Urban,244
2025-09-02,160001,Chandigarh,Chandigarh,Urban,184
2025-09-03,160001,Chandigarh,Chandigarh,Urban,221
2025-09-04,160001,Chandigarh,Chandigarh,Urban,109
2025-09-05,160001,Chandigarh,Chandigarh,Urban,178
2025-09-06,160001,Chandigarh,Chandigarh,Urban,97
2025-09-07,160001,Chandigarh,Chandigarh,Urban,74
2025-09-08,160001,Chandigarh,Chandigarh,Urban,205
2025-09-09,160001,Chandigarh,Chandigarh,Urban,183
2025-09-10,160001,Chandigarh,Chandigarh,Urban,148
2025-09-11,160001,Chandigarh,Chandigarh,Urban,183
2025-09-12,160001,Chandigarh,Chandigarh,Urban,111
2025-09-13,160001,Chandigarh,Chandigarh,Urban,114
2025-09-14,160001,Chandigarh,Chandigarh,Urban,66
2025-09-15,160001,Chandigarh,Chandigarh,Urban,182
2025-09-16,160001,Chandigarh,Chandigarh,Urban,212
2025-09-17,160001,Chandigarh,Chandigarh,Urban,193
2025-09-18,160001,Chandigarh,Chandigarh,Urban,186
2025-09-19,160001,Chandigarh,Chandigarh,Urban,147
2025-09-20,160001,Chandigarh,Chandigarh,Urban,75
2025-09-21,160001,Chandigarh,Chandigarh,Urban,92
2025-09-22,160001,Chandigarh,Chandigarh,Urban,179
2025-09-23,160001,Chandigarh,Chandigarh,Urban,106
2025-09-24,160001,Chandigarh,Chandigarh,Urban,141
2025-09-25,160001,Chandigarh,Chandigarh,Urban,180
2025-09-26,160001,Chandigarh,Chandigarh,Urban,138
2025-09-27,160001,Chandigarh,Chandigarh,Urban,94
2025-09-28,160001,Chandigarh,Chandigarh,Urban,62
2025-09-29,160001,Chandigarh,Chandigarh,Urban,196
2025-09-30,160001,Chandigarh,Chandigarh,Urban,183
2025-10-01,160001,Chandigarh,Chandigarh,Urban,162
2025-10-02,160001,Chandigarh,Chandigarh,Urban,24
2025-10-03,160001,Chandigarh,Chandigarh,Urban,229
2025-10-04,160001,Chandigarh,Chandigarh,Urban,111
2025-10-05,160001,Chandigarh,Chandigarh,Urban,87
2025-10-06,160001,Chandigarh,Chandigarh,Urban,247
2025-10-07,160001,Chandigarh,Chandigarh,Urban,270
2025-10-08,160001,Chandigarh,Chandigarh,Urban,152
2025-10-09,160001,Chandigarh,Chandigarh,Urban,180
2025-10-10,160001,Chandigarh,Chandigarh,Urban,176
2025-10-11,160001,Chandigarh,Chandigarh,Urban,102
2025-10-12,160001,Chandigarh,Chandigarh,Urban,105
2025-10-13,160001,Chandigarh,Chandigarh,Urban,245
2025-10-14,160001,Chandigarh,Chandigarh,Urban,169
2025-10-15,160001,Chandigarh,Chandigarh,Urban,191
2025-10-16,160001,Chandigarh,Chandigarh,Urban,220
2025-10-17,160001,Chandigarh,Chandigarh,Urban,199
2025-10-18,160001,Chandigarh,Chandigarh,Urban,135
2025-10-19,160001,Chandigarh,Chandigarh,Urban,59
2025-10-20,160001,Chandigarh,Chandigarh,Urban,260
2025-10-21,160001,Chandigarh,Chandigarh,Urban,175
2025-10-22,160001,Chandigarh,Chandigarh,Urban,104
2025-10-23,160001,Chandigarh,Chandigarh,Urban,189
2025-10-24,160001,Chandigarh,Chandigarh,Urban,40
2025-10-25,160001,Chandigarh,Chandigarh,Urban,146
2025-10-26,160001,Chandigarh,Chandigarh,Urban,103
2025-10-27,160001,Chandigarh,Chandigarh,Urban,135
2025-10-28,160001,Chandigarh,Chandigarh,Urban,160
2025-10-29,160001,Chandigarh,Chandigarh,Urban,207
2025-10-30,160001,Chandigarh,Chandigarh,Urban,196
2025-10-31,160001,Chandigarh,Chandigarh,Urban,178
2025-11-01,160001,Chandigarh,Chandigarh,Urban,30
2025-11-02,160001,Chandigarh,Chandigarh,Urban,157
2025-11-03,160001,Chandigarh,Chandigarh,Urban,315
2025-11-04,160001,Chandigarh,Chandigarh,Urban,225
2025-11-05,160001,Chandigarh,Chandigarh,Urban,347
2025-11-06,160001,Chandigarh,Chandigarh,Urban,252
2025-11-07,160001,Chandigarh,Chandigarh,Urban,222
2025-11-08,160001,Chandigarh,Chandigarh,Urban,128
2025-11-09,160001,Chandigarh,Chandigarh,Urban,96
2025-11-10,160001,Chandigarh,Chandigarh,Urban,266
2025-11-11,160001,Chandigarh,Chandigarh,Urban,209
2025-11-12,160001,Chandigarh,Chandigarh,Urban,191
2025-11-13,160001,Chandigarh,Chandigarh,Urban,162
2025-11-14,160001,Chandigarh,Chandigarh,Urban,230
2025-11-15,160001,Chandigarh,Chandigarh,Urban,153
2025-11-16,160001,Chandigarh,Chandigarh,Urban,87
2025-11-17,160001,Chandigarh,Chandigarh,Urban,286
2025-11-18,160001,Chandigarh,Chandigarh,Urban,199
2025-11-19,160001,Chandigarh,Chandigarh,Urban,168
2025-11-20,160001,Chandigarh,Chandigarh,Urban,214
2025-11-21,160001,Chandigarh,Chandigarh,Urban,182
2025-11-22,160001,Chandigarh,Chandigarh,Urban,154
2025-11-23,160001,Chandigarh,Chandigarh,Urban,77
2025-11-24,160001,Chandigarh,Chandigarh,Urban,284
2025-11-25,160001,Chandigarh,Chandigarh,Urban,178
2025-11-26,160001,Chandigarh,Chandigarh,Urban,230
2025-11-27,160001,Chandigarh,Chandigarh,Urban,139
2025-11-28,160001,Chandigarh,Chandigarh,Urban,249
2025-11-29,160001,Chandigarh,Chandigarh,Urban,120
2025-11-30,160001,Chandigarh,Chandigarh,Urban,144
2025-12-01,160001,Chandigarh,Chandigarh,Urban,247
2025-12-02,160001,Chandigarh,Chandigarh,Urban,181
2025-12-03,160001,Chandigarh,Chandigarh,Urban,199
2025-12-04,160001,Chandigarh,Chandigarh,Urban,241
2025-12-05,160001,Chandigarh,Chandigarh,Urban,142
2025-12-06,160001,Chandigarh,Chandigarh,Urban,145
2025-12-07,160001,Chandigarh,Chandigarh,Urban,113
2025-12-08,160001,Chandigarh,Chandigarh,Urban,151
2025-12-09,160001,Chandigarh,Chandigarh,Urban,216
2025-12-10,160001,Chandigarh,Chandigarh,Urban,152
2025-12-11,160001,Chandigarh,Chandigarh,Urban,196
2025-12-12,160001,Chandigarh,Chandigarh,Urban,160
2025-12-13,160001,Chandigarh,Chandigarh,Urban,129
2025-12-14,160001,Chandigarh,Chandigarh,Urban,100
2025-12-15,160001,Chandigarh,Chandigarh,Urban,213
2025-12-16,160001,Chandigarh,Chandigarh,Urban,200
2025-12-17,160001,Chandigarh,Chandigarh,Urban,191
2025-12-18,160001,Chandigarh,Chandigarh,Urban,191
2025-12-19,160001,Chandigarh,Chandigarh,Urban,154
2025-12-20,160001,Chandigarh,Chandigarh,Urban,112
2025-12-21,160001,Chandigarh,Chandigarh,Urban,88
2025-12-22,160001,Chandigarh,Chandigarh,Urban,126
2025-12-23,160001,Chandigarh,Chandigarh,Urban,169
2025-12-24,160001,Chandigarh,Chandigarh,Urban,205
2025-12-25,160001,Chandigarh,Chandigarh,Urban,36
2025-12-26,160001,Chandigarh,Chandigarh,Urban,153
2025-12-27,160001,Chandigarh,Chandigarh,Urban,138
2025-12-28,160001,Chandigarh,Chandigarh,Urban,70
2025-12-29,160001,Chandigarh,Chandigarh,Urban,177
2025-12-30,160001,Chandigarh,Chandigarh,Urban,199
2025-12-31,160001,Chandigarh,Chandigarh,Urban,142
2026-01-01,160001,Chandigarh,Chandigarh,Urban,127
2026-01-02,160001,Chandigarh,Chandigarh,Urban,178
2026-01-03,160001,Chandigarh,Chandigarh,Urban,93
2026-01-04,160001,Chandigarh,Chandigarh,Urban,89
2026-01-05,160001,Chandigarh,Chandigarh,Urban,184
2026-01-06,160001,Chandigarh,Chandigarh,Urban,214
2026-01-07,160001,Chandigarh,Chandigarh,Urban,142
2026-01-08,160001,Chandigarh,Chandigarh,Urban,164
2026-01-09,160001,Chandigarh,Chandigarh,Urban,139
2026-01-10,160001,Chandigarh,Chandigarh,Urban,97
2026-01-11,160001,Chandigarh,Chandigarh,Urban,55
2026-01-12,160001,Chandigarh,Chandigarh,Urban,190
2026-01-13,160001,Chandigarh,Chandigarh,Urban,150
2026-01-14,160001,Chandigarh,Chandigarh,Urban,165
2026-01-15,160001,Chandigarh,Chandigarh,Urban,158
2026-01-16,160001,Chandigarh,Chandigarh,Urban,160
2026-01-17,160001,Chandigarh,Chandigarh,Urban,90
2026-01-18,160001,Chandigarh,Chandigarh,Urban,74
2026-01-19,160001,Chandigarh,Chandigarh,Urban,161
2026-01-20,160001,Chandigarh,Chandigarh,Urban,219
2026-01-21,160001,Chandigarh,Chandigarh,Urban,143
2026-01-22,160001,Chandigarh,Chandigarh,Urban,147
2026-01-23,160001,Chandigarh,Chandigarh,Urban,149
2026-01-24,160001,Chandigarh,Chandigarh,Urban,97
2026-01-25,160001,Chandigarh,Chandigarh,Urban,80
2026-01-26,160001,Chandigarh,Chandigarh,Urban,37
2026-01-27,160001,Chandigarh,Chandigarh,Urban,211
2026-01-28,160001,Chandigarh,Chandigarh,Urban,125
2026-01-29,160001,Chandigarh,Chandigarh,Urban,110
2026-01-30,160001,Chandigarh,Chandigarh,Urban,120
2026-01-31,160001,Chandigarh,Chandigarh,Urban,97
2025-01-01,682001,Ernakulam,Kerala,Urban,117
2025-01-02,682001,Ernakulam,Kerala,Urban,177
2025-01-03,682001,Ernakulam,Kerala,Urban,171
2025-01-04,682001,Ernakulam,Kerala,Urban,116
2025-01-05,682001,Ernakulam,Kerala,Urban,59
2025-01-06,682001,Ernakulam,Kerala,Urban,181
2025-01-07,682001,Ernakulam,Kerala,Urban,166
2025-01-08,682001,Ernakulam,Kerala,Urban,138
2025-01-09,682001,Ernakulam,Kerala,Urban,132
2025-01-10,682001,Ernakulam,Kerala,Urban,126
2025-01-11,682001,Ernakulam,Kerala,Urban,88
2025-01-12,682001,Ernakulam,Kerala,Urban,97
2025-01-13,682001,Ernakulam,Kerala,Urban,173
2025-01-14,682001,Ernakulam,Kerala,Urban,168
2025-01-15,682001,Ernakulam,Kerala,Urban,131
2025-01-16,682001,Ernakulam,Kerala,Urban,143
2025-01-17,682001,Ernakulam,Kerala,Urban,150
2025-01-18,682001,Ernakulam,Kerala,Urban,74
2025-01-19,682001,Ernakulam,Kerala,Urban,81
2025-01-20,682001,Ernakulam,Kerala,Urban,165
2025-01-21,682001,Ernakulam,Kerala,Urban,147
2025-01-22,682001,Ernakulam,Kerala,Urban,112
2025-01-23,682001,Ernakulam,Kerala,Urban,98
2025-01-24,682001,Ernakulam,Kerala,Urban,100
2025-01-25,682001,Ernakulam,Kerala,Urban,86
2025-01-26,682001,Ernakulam,Kerala,Urban,29
2025-01-27,682001,Ernakulam,Kerala,Urban,237
2025-01-28,682001,Ernakulam,Kerala,Urban,127
2025-01-29,682001,Ernakulam,Kerala,Urban,129
2025-01-30,682001,Ernakulam,Kerala,Urban,177
2025-01-31,682001,Ernakulam,Kerala,Urban,117
2025-02-01,682001,Ernakulam,Kerala,Urban,90
2025-02-02,682001,Ernakulam,Kerala,Urban,60
2025-02-03,682001,Ernakulam,Kerala,Urban,161
2025-02-04,682001,Ernakulam,Kerala,Urban,140
2025-02-05,682001,Ernakulam,Kerala,Urban,131
2025-02-06,682001,Ernakulam,Kerala,Urban,131
2025-02-07,682001,Ernakulam,Kerala,Urban,116
2025-02-08,682001,Ernakulam,Kerala,Urban,84
2025-02-09,682001,Ernakulam,Kerala,Urban,69
2025-02-10,682001,Ernakulam,Kerala,Urban,183
2025-02-11,682001,Ernakulam,Kerala,Urban,135
2025-02-12,682001,Ernakulam,Kerala,Urban,192
2025-02-13,682001,Ernakulam,Kerala,Urban,112
2025-02-14,682001,Ernakulam,Kerala,Urban,115
2025-02-15,682001,Ernakulam,Kerala,Urban,65
2025-02-16,682001,Ernakulam,Kerala,Urban,84
2025-02-17,682001,Ernakulam,Kerala,Urban,109
2025-02-18,682001,Ernakulam,Kerala,Urban,160
2025-02-19,682001,Ernakulam,Kerala,Urban,140
2025-02-20,682001,Ernakulam,Kerala,Urban,136
2025-02-21,682001,Ernakulam,Kerala,Urban,97
2025-02-22,682001,Ernakulam,Kerala,Urban,80
2025-02-23,682001,Ernakulam,Kerala,Urban,69
2025-02-24,682001,Ernakulam,Kerala,Urban,147
2025-02-25,682001,Ernakulam,Kerala,Urban,128
2025-02-26,682001,Ernakulam,Kerala,Urban,152
2025-02-27,682001,Ernakulam,Kerala,Urban,124
2025-02-28,682001,Ernakulam,Kerala,Urban,92
2025-03-01,682001,Ernakulam,Kerala,Urban,103
2025-03-02,682001,Ernakulam,Kerala,Urban,91
2025-03-03,682001,Ernakulam,Kerala,Urban,211
2025-03-04,682001,Ernakulam,Kerala,Urban,204
2025-03-05,682001,Ernakulam,Kerala,Urban,165
2025-03-06,682001,Ernakulam,Kerala,Urban,140
2025-03-07,682001,Ernakulam,Kerala,Urban,143
2025-03-08,682001,Ernakulam,Kerala,Urban,98
